****************************************************************************************************************************************************
*    Row   *   SeriesNumber *    EventNumber *       pt_keVee *        coinwin *      PTOFdelay *   zip4.PAWKmax *   zip4.PAWKr50 *         cchisq *
*   934724 *    72208311151 *        2670051 * 0.041845145145 *              0 *        4.4e-05 * 1.56310355e-09 * 0.002313300721 *              0 *
*   934850 *    72208311151 *        2670177 * 0.036166289605 *              0 *       4.88e-05 * 8.37031507e-10 * 0.002831963335 *              1 *
*   935174 *    72208311151 *        2670501 * 0.036382414588 *              0 *       4.32e-05 * 6.70865412e-10 * 0.000278364173 *              1 *
*   936320 *    72208311151 *        2680805 * 0.139089332528 *              0 *       3.68e-05 * 8.63231060e-10 * 0.003118896150 *              0 *
*   936403 *    72208311151 *        2690073 * 0.037582239016 *              0 *       -6.4e-06 * 1.13188085e-09 * 0.002821048675 *              1 *
*   938572 *    72208311151 *        2710707 * 0.040718224938 *              0 *       4.24e-05 * 7.72555444e-10 * 0.000699124299 *              0 *
*   939321 *    72208311151 *        2720614 * 0.041759848973 *              0 *       6.08e-05 * 6.91114646e-10 * 0.000920321144 *              1 *
*   940563 *    72208311151 *        2740216 * 0.040099804592 *              0 *       4.32e-05 * 1.12600792e-09 * 0.002280001459 *              0 *
*   942270 *    72208311151 *        2760240 * 0.040850728562 *              0 *        6.4e-06 * 7.78220908e-10 * 0.001987322194 *              1 *
*   948518 *    72208311151 *        2830503 * 0.043053920875 *              0 *              0 * 9.21061981e-10 * 0.000567942487 *              1 *
*   952079 *    72208311151 *        2870623 * 0.047580740341 *              0 *      -1.04e-05 * 5.19730843e-10 * 0.000240083607 *              1 *
*   952590 *    72208311151 *        2880261 * 0.038992869145 *              0 *        4.8e-05 * 7.66715177e-10 * 0.000317705398 *              1 *
*   956581 *    72208311151 *        2920846 * 0.037702988186 *              0 *       4.56e-05 * 6.13323402e-10 * 0.001480981718 *              1 *
*   958966 *    72208311151 *        2950569 * 0.051762991853 *              1 *        8.8e-06 * 9.52903569e-10 * 0.003257940310 *              1 *
*   960561 *    72208311151 *        2970343 * 0.043289017851 *              1 *        1.6e-05 * 1.99887623e-09 * 0.003271376483 *              1 *
*   963788 *    72208311151 *        3010039 * 0.041797463567 *              0 *       6.16e-05 * 1.86261325e-09 * 0.003251806528 *              1 *
*   964264 *    72208311151 *        3010515 * 0.036171862091 *              0 *       -1.2e-05 * 1.23346328e-09 * 0.002970321946 *              1 *
*   965575 *    72208311151 *        3030123 * 0.038396601635 *              1 *        2.4e-05 * 1.48008596e-09 * 0.002937465037 *              0 *
*   968971 *    72208311151 *        3070092 * 0.035971002099 *              0 *       6.08e-05 * 6.68677301e-10 * 0.000586158434 *              1 *
*   970931 *    72208311151 *        3090323 * 0.039399666061 *              0 *       -9.6e-06 * 9.92460883e-10 * 0.001600047936 *              1 *
*   971812 *    72208311151 *        3100317 * 0.041107700942 *              0 *       4.24e-05 * 8.44533060e-10 * 0.002463501958 *              0 *
*   975033 *    72208311151 *        3140022 * 0.055793839648 *              0 *       -2.4e-06 * 8.30787319e-10 * 0.002125089868 *              0 *
*   975116 *    72208311151 *        3140105 * 0.052271696948 *              0 *        1.6e-06 * 9.24966412e-10 * 0.001711659323 *              0 *
*   975141 *    72208311151 *        3140130 * 0.038732059579 *              0 *       3.28e-05 * 8.25912589e-10 * 0.002907777411 *              0 *
*   975322 *    72208311151 *        3140311 * 0.059906210139 *              0 *       5.36e-05 * 1.28132552e-09 * 0.002917861310 *              0 *
*   975341 *    72208311151 *        3140330 * 0.083305705320 *              0 *       4.48e-05 * 6.73047408e-10 * 0.001810225247 *              0 *
*   975355 *    72208311151 *        3140344 * 0.049329657322 *              0 *       4.48e-05 * 7.84799383e-10 * 0.000699896943 *              0 *
*   975367 *    72208311151 *        3140356 * 0.044230960679 *              0 *       5.68e-05 * 8.16857416e-10 * 0.002170569731 *              0 *
*   975471 *    72208311151 *        3140460 * 0.068731206489 *              0 *          4e-05 * 7.77443292e-10 * 0.000419511152 *              0 *
*   975475 *    72208311151 *        3140464 * 0.062450463539 *              0 *       5.84e-05 * 8.06900702e-10 * 0.002090991976 *              0 *
*   975588 *    72208311151 *        3140577 * 0.035918229716 *              0 *       5.44e-05 * 8.99291910e-10 * 0.000677154699 *              0 *
*   975733 *    72208311151 *        3140722 * 0.048511300777 *              0 *       4.32e-05 * 1.31606579e-09 * 0.002950422626 *              0 *
*   975806 *    72208311151 *        3140795 * 0.040174742416 *              0 *        3.2e-05 * 8.95321747e-10 * 0.002567940177 *              0 *
*   975915 *    72208311151 *        3150037 * 0.051252247645 *              0 *         -8e-07 * 1.03723606e-09 * 0.003215978890 *              1 *
*   976030 *    72208311151 *        3150152 * 0.038538610739 *              0 *       5.28e-05 * 5.97624061e-10 * 0.000798352690 *              0 *
*   976053 *    72208311151 *        3150175 * 0.037977415110 *              0 *      -1.12e-05 * 6.41674540e-10 * 0.000742753838 *              1 *
*   976159 *    72208311151 *        3150281 * 0.035545502285 *              0 *       4.24e-05 * 1.14312477e-09 * 0.001724173632 *              0 *
*   976616 *    72208311151 *        3150738 * 0.045697934278 *              0 *       4.16e-05 * 9.54572990e-10 * 0.000368179641 *              0 *
*   976675 *    72208311151 *        3150797 * 0.042449332296 *              0 *       4.48e-05 * 1.59020031e-09 * 0.003043255662 *              1 *
*   976752 *    72208311151 *        3150874 * 0.057271337815 *              0 *       6.32e-05 * 9.65739319e-10 * 0.001162196192 *              0 *
*   977135 *    72208311151 *        3160378 * 0.060543509371 *              0 *       6.08e-05 * 1.47753428e-09 * 0.003272429606 *              0 *
*   977171 *    72208311151 *        3160414 * 0.035261762312 *              0 *        3.6e-05 * 8.11485870e-10 * 0.001653528530 *              0 *
*   977298 *    72208311151 *        3160541 * 0.065179262333 *              1 *        1.6e-05 * 8.17631885e-10 * 0.000261759164 *              0 *
*   977609 *    72208311151 *        3160852 * 0.040911657671 *              0 *       4.32e-05 * 7.77875051e-10 * 0.001446820875 *              0 *
*   977661 *    72208311151 *        3160904 * 0.043982059097 *              0 *       6.32e-05 * 1.61948688e-09 * 0.003164104985 *              0 *
*   977732 *    72208311151 *        3170038 * 0.037052097750 *              0 *         -8e-07 * 9.99407883e-10 * 0.001472168121 *              0 *
*   977954 *    72208311151 *        3170260 * 0.046920823636 *              0 *       5.36e-05 * 8.77477633e-10 * 0.000482617643 *              1 *
*   978022 *    72208311151 *        3170328 * 0.041256803596 *              1 *        1.6e-05 * 8.53357626e-10 * 0.003274156187 *              0 *
*   978118 *    72208311151 *        3170424 * 0.051727883966 *              0 *        3.2e-06 * 8.68309880e-10 * 0.000971640291 *              1 *
*   978494 *    72208311151 *        3170800 * 0.035555867452 *              0 *        5.6e-05 * 1.20190031e-09 * 0.003147612639 *              0 *
*   978681 *    72208311151 *        3180168 * 0.042444274586 *              0 *       4.88e-05 * 9.58063368e-10 * 0.001743332181 *              0 *
*   978777 *    72208311151 *        3180264 * 0.036951609908 *              0 *          6e-05 * 5.21272633e-10 * 0.000359179722 *              1 *
*   978833 *    72208311151 *        3180320 * 0.038951622719 *              0 *       3.28e-05 * -9.0790736e-08 *              0 *              0 *
*   979123 *    72208311151 *        3180610 * 0.036478837522 *              0 *       4.56e-05 * 8.22715629e-10 * 0.002521593698 *              1 *
*   979199 *    72208311151 *        3180686 * 0.038725800533 *              0 *              0 * 6.57714405e-10 * 0.000622694210 *              0 *
*   979210 *    72208311151 *        3180697 * 0.039890923067 *              0 *        5.6e-05 * 8.19353548e-07 * 0.002357594375 *              0 *
*   979344 *    72208311151 *        3180831 * 0.053362972053 *              0 *       6.32e-05 * 7.69021150e-10 * 0.002084799131 *              0 *
*   979595 *    72208311151 *        3190183 * 0.046462894464 *              0 *       4.88e-05 * 1.27145514e-09 * 0.003273793764 *              0 *
*   979747 *    72208311151 *        3190335 * 0.035083267004 *              0 *       4.08e-05 * 1.36695198e-09 * 0.002668665954 *              0 *
*   979764 *    72208311151 *        3190352 * 0.042666226830 *              0 *       4.32e-05 * 9.17468608e-10 * 0.003274223959 *              0 *
*   979872 *    72208311151 *        3190460 * 0.043634824816 *              0 *       4.48e-05 * 7.17036583e-10 * 0.001996862837 *              0 *
*   980051 *    72208311151 *        3190639 * 0.039123425683 *              0 *         -8e-06 * 6.96257902e-10 * 0.000386740843 *              1 *
*   980060 *    72208311151 *        3190648 * 0.042443275526 *              0 *      -1.04e-05 * 1.76819110e-09 * 0.002979399924 *              0 *
*   980176 *    72208311151 *        3190764 * 0.039676979734 *              0 *        4.8e-05 * 4.52504709e-10 * 0.000279457496 *              0 *
*   980228 *    72208311151 *        3190816 * 0.039659845606 *              0 *       5.28e-05 * 8.18956882e-10 * 0.003274678537 *              0 *
*   980331 *    72208311151 *        3200002 * 0.059305229497 *              0 *       4.96e-05 * 1.05591983e-09 * 0.002027618900 *              0 *
*   980511 *    72208311151 *        3200182 * 0.057292802177 *              0 *       3.52e-05 * 6.06595416e-10 * 0.000689692699 *              0 *
*   980527 *    72208311151 *        3200198 * 0.039814623934 *              1 *       2.96e-05 * 1.64367976e-09 * 0.002547295197 *              0 *
*   980676 *    72208311151 *        3200347 * 0.036505445025 *              0 *       6.24e-05 * 5.95043856e-10 * 0.000556366524 *              0 *
*   980702 *    72208311151 *        3200373 * 0.042946507207 *              0 *       6.16e-05 * 6.93540983e-10 * 0.000318069541 *              1 *
*   980760 *    72208311151 *        3200431 * 0.035684696363 *              1 *       1.92e-05 * 8.19280512e-10 * 0.002318369731 *              1 *
*   980899 *    72208311151 *        3200570 * 0.053396423102 *              0 *       5.52e-05 * 8.84968397e-10 * 0.000801953682 *              0 *
*   981093 *    72208311151 *        3200764 * 0.039966672207 *              0 *        1.6e-06 * 9.94219278e-10 * 0.002810417964 *              0 *
*   981963 *    72208311151 *        3210737 * 0.041043933566 *              0 *        4.8e-06 * 1.04046763e-09 * 0.003126123682 *              0 *
*   982031 *    72208311151 *        3210805 * 0.043365160237 *              0 *        5.6e-05 * 1.82489056e-09 * 0.003274229970 *              0 *
*   982149 *    72208311151 *        3220057 * 0.041147371932 *              0 *       6.32e-05 * 1.20595984e-09 * 0.002892759493 *              0 *
*   982780 *    72208311151 *        3220688 * 0.036885841115 *              0 *       5.76e-05 * 6.36394216e-10 * 0.002389123666 *              1 *
*   982803 *    72208311151 *        3220711 * 0.048124040760 *              0 *       5.28e-05 * 7.93548335e-10 * 0.002846941385 *              0 *
*   982861 *    72208311151 *        3220769 * 0.045211328252 *              0 *       3.84e-05 * 1.09505641e-09 * 0.000755545734 *              0 *
*   983300 *    72208311151 *        3230358 * 0.039863967355 *              1 *       3.12e-05 * 1.92489914e-09 * 0.003218419162 *              1 *
*   983328 *    72208311151 *        3230386 * 0.041161720232 *              0 *       3.52e-05 * 5.40474795e-10 * 0.000242571506 *              1 *
*   983584 *    72208311151 *        3230642 * 0.041325781111 *              0 *        3.2e-05 * 1.25629806e-09 * 0.003273315977 *              0 *
*   983689 *    72208311151 *        3230747 * 0.037608678093 *              0 *       6.32e-05 * 8.63639350e-10 * 0.001604494262 *              1 *
*   983784 *    72208311151 *        3230842 * 0.036744032460 *              0 *        2.4e-06 * 1.16721225e-09 * 0.003145520193 *              0 *
*   983798 *    72208311151 *        3230856 * 0.035480694767 *              1 *       3.04e-05 * 2.51238389e-09 * 0.003272079080 *              1 *
*   984018 *    72208311151 *        3240200 * 0.036292018509 *              0 *      -1.04e-05 * 8.10187300e-10 * 0.001778106163 *              1 *
*   984488 *    72208311151 *        3240670 * 0.039535959662 *              0 *       4.08e-05 * 8.71458686e-10 * 0.000304034263 *              0 *
*   984919 *    72208311151 *        3250258 * 0.035974022156 *              1 *       2.72e-05 * 8.64727976e-10 * 0.002952866343 *              1 *
*   985324 *    72208311151 *        3250663 * 0.043791965811 *              1 *       1.12e-05 * 8.14171876e-10 * 0.000289027569 *              1 *
*   985950 *    72208311151 *        3260417 * 0.037209215907 *              0 *      -1.12e-05 * 8.64250499e-10 * 0.002907886296 *              1 *
*   986010 *    72208311151 *        3260477 * 0.036272032256 *              0 *       4.64e-05 * 9.34764640e-10 * 0.000755253114 *              0 *
*   986119 *    72208311151 *        3260586 * 0.036133094221 *              0 *       3.28e-05 * 1.11300304e-09 * 0.001373069822 *              0 *
*   986289 *    72208311151 *        3260756 * 0.036736571537 *              0 *        4.4e-05 * 1.07348680e-09 * 0.001705109254 *              0 *
*   994744 *    72208311151 *        3360447 * 0.190611190217 *              0 *       3.52e-05 * 7.18868385e-10 * 0.002468706733 *              0 *
*   996688 *    72208311151 *        3380615 * 0.038405362282 *              0 *       4.08e-05 * 6.30224368e-10 * 0.000263954331 *              0 *
*   998163 *    72208311151 *        3400299 * 0.039472076345 *              0 *       4.08e-05 * 9.22715062e-10 * 0.001481165613 *              1 *
*   998183 *    72208311151 *        3400319 * 0.038393761379 *              0 *       4.64e-05 * 8.69872994e-10 * 0.002462051785 *              0 *
*   998342 *    72208311151 *        3400478 * 0.083436725374 *              0 *       4.24e-05 * 2.91340885e-09 * 0.003272978656 *              0 *
*   999411 *    72208311151 *        3410697 * 0.036368225799 *              0 *        6.4e-06 * 8.03087502e-07 * 0.002948906125 *              1 *
*  1018127 *    72208311151 *        3620900 * 0.055737629166 *              0 *       4.72e-05 * 8.29513393e-10 * 0.001921450556 *              0 *
*  1021686 *    72208311151 *        3670143 * 0.115539019998 *              0 *       6.08e-05 * 9.45731232e-10 * 0.000320727905 *              1 *
*  1023656 *    72208311151 *        3690421 * 0.048773150676 *              0 *       5.92e-05 * 4.22455710e-10 * 0.000430409593 *              1 *
*  1025200 *    72208311151 *        3710238 * 0.041368028662 *              0 *       4.32e-05 * 1.77628587e-09 * 0.002357551629 *              0 *
*  1025475 *    72208311151 *        3710513 * 0.083937328355 *              0 *       6.32e-05 * 8.80163309e-10 * 0.001323058470 *              1 *
*  1026188 *    72208311151 *        3720348 * 0.148793385273 *              1 *        9.6e-06 * 7.55778345e-10 * 0.001443294631 *              1 *
*  1027004 *    72208311151 *        3730324 * 0.043929326162 *              0 *        5.6e-06 * 9.43967101e-10 * 0.000975772628 *              1 *
*  1027311 *    72208311151 *        3730631 * 0.134346264436 *              0 *      -1.12e-05 * 6.28521946e-10 * 0.001084043238 *              1 *
*  1028351 *    72208311151 *        3740829 * 0.114242022468 *              0 *       4.64e-05 * 8.16554386e-10 * 0.000218468346 *              1 *
*  1034442 *    72208311151 *        3810800 * 0.046500353512 *              1 *        7.2e-06 * 7.28445109e-10 * 0.000506859178 *              1 *
*  1035509 *    72208311151 *        3830107 * 0.106847292394 *              1 *       1.36e-05 * 2.10328861e-09 * 0.002622923177 *              0 *
*  1036237 *    72208311151 *        3830835 * 0.048169697546 *              0 *       4.96e-05 * 8.96679858e-10 * 0.001653721680 *              1 *
*  1041521 *    72208311151 *        3890902 * 0.035698005898 *              1 *       2.08e-05 * 1.68783594e-09 * 0.003270638261 *              1 *
*  1042571 *    72208311151 *        3910153 * 0.058024573606 *              0 *       4.24e-05 * 1.98289783e-09 * 0.003272017332 *              0 *
*  1043404 *    72208311151 *        3920097 * 0.036107550439 *              1 *        9.6e-06 * 7.30812925e-10 * 0.001074094746 *              1 *
*  1043448 *    72208311151 *        3920141 * 0.101214958439 *              0 *       4.32e-05 * 1.52112554e-09 * 0.003273199148 *              0 *
*  1044462 *    72208311151 *        3930291 * 0.046336362370 *              0 *        2.4e-06 * 9.42558238e-10 * 0.002992213583 *              1 *
*  1051604 *    72208311151 *        4010424 * 0.037420646835 *              0 *       6.32e-05 * -9.4394236e-10 *              0 *              0 *
*  1055242 *    72208311151 *        4050571 * 0.035988485929 *              0 *        4.4e-05 * 7.39932459e-10 * 0.001873677069 *              0 *
****************************************************************************************************************************************************
