****************************************************************************************************************************************************
*    Row   *   SeriesNumber *    EventNumber *       pt_keVee *        coinwin *      PTOFdelay *   zip4.PAWKmax *   zip4.PAWKr50 *         cchisq *
*   343951 *    72208302118 *        3100384 * 0.073085471515 *              0 *       -4.8e-06 * 2.16544877e-09 * 0.003273998484 *              0 *
*   344462 *    72208302118 *        3110027 * 0.036130587571 *              0 *       -9.6e-06 * 1.87405904e-09 * 0.002107846134 *              1 *
*   345522 *    72208302118 *        3120201 * 0.035223632133 *              0 *       6.16e-05 * 3.94064065e-10 * 0.000226615736 *              1 *
*   345861 *    72208302118 *        3120540 * 0.038119477717 *              1 *       2.64e-05 * 7.55876626e-10 * 0.000659994597 *              1 *
*   346046 *    72208302118 *        3120725 * 0.035441230448 *              1 *        1.6e-05 * 8.21433614e-07 * 0.000895280868 *              1 *
*   348745 *    72208302118 *        3160145 * 0.041201443414 *              0 *       3.84e-05 * 1.00243234e-09 * 0.001201583746 *              0 *
*   352077 *    72208302118 *        3190797 * 0.035411559809 *              0 *       -8.8e-06 * 5.63830093e-10 * 0.001126654104 *              1 *
*   352555 *    72208302118 *        3200395 * 0.069907104181 *              1 *       1.76e-05 * 1.13156666e-09 * 0.003273831987 *              0 *
*   354008 *    72208302118 *        3220033 * 0.039107615464 *              1 *       2.88e-05 * 8.76465788e-10 * 0.002981381376 *              0 *
*   354034 *    72208302118 *        3220059 * 0.038490726165 *              0 *        3.2e-06 * 4.17762191e-10 * 0.000339713209 *              0 *
*   356157 *    72208302118 *        3240463 * 0.043335487101 *              0 *       4.64e-05 * 1.40640319e-09 * 0.003273477357 *              1 *
*   356709 *    72208302118 *        3250152 * 0.037351745115 *              0 *       5.76e-05 * 9.65636386e-10 * 0.003272140823 *              1 *
*   356805 *    72208302118 *        3250248 * 0.041003135443 *              0 *       3.44e-05 * 5.63484554e-10 * 0.000724681741 *              1 *
*   357796 *    72208302118 *        3260306 * 0.041106565888 *              0 *       5.68e-05 * 7.10953624e-10 * 0.002744959468 *              1 *
*   359674 *    72208302118 *        3280479 * 0.036944662882 *              0 *      -1.04e-05 * 9.55651554e-10 * 0.001615132976 *              1 *
*   360468 *    72208302118 *        3290431 * 0.037067086085 *              0 *       3.44e-05 * 2.39822095e-09 * 0.003270954620 *              1 *
*   360631 *    72208302118 *        3290594 * 0.040707233294 *              1 *        2.8e-05 * 2.50312578e-09 * 0.003272295505 *              1 *
*   361019 *    72208302118 *        3300110 * 0.037950657207 *              0 *       3.68e-05 * 8.81732276e-10 * 0.001429619848 *              1 *
*   361265 *    72208302118 *        3300356 * 0.039376045462 *              0 *       4.96e-05 * 6.36998729e-10 * 0.002338107996 *              1 *
*   361637 *    72208302118 *        3300728 * 0.050208371112 *              1 *        8.8e-06 * 7.73429143e-10 * 0.000966593235 *              1 *
*   362195 *    72208302118 *        3310402 * 0.036344665614 *              1 *       3.04e-05 * 8.86573145e-10 * 0.003274504900 *              1 *
*   364382 *    72208302118 *        3330809 * 0.035876917495 *              1 *       3.04e-05 * 1.24391301e-09 * 0.003274238483 *              1 *
*   364713 *    72208302118 *        3340240 * 0.043727752550 *              1 *       2.88e-05 * 1.12596587e-09 * 0.000642516879 *              1 *
*   367353 *    72208302118 *        3370253 * 0.056446437050 *              1 *        7.2e-06 * 9.40991391e-10 * 0.002996399893 *              1 *
*   368485 *    72208302118 *        3380529 * 0.040588783345 *              0 *       4.48e-05 * 9.86210477e-10 * 0.001997902553 *              0 *
*   372173 *    72208302118 *        3420640 * 0.036650662033 *              0 *       5.68e-05 * 7.49457853e-10 * 0.002670235330 *              0 *
*   372943 *    72208302118 *        3430517 * 0.035650948634 *              0 *       5.92e-05 * 1.17656044e-09 * 0.003274633165 *              1 *
*   373634 *    72208302118 *        3440396 * 0.037752325551 *              0 *       3.68e-05 * 1.03309588e-09 * 0.002890058673 *              1 *
*   377254 *    72208302118 *        3480521 * 0.045541340543 *              0 *       6.08e-05 * 1.54049991e-09 * 0.003183031141 *              0 *
*   381773 *    72208302118 *        3530716 * 0.047041721750 *              0 *       3.28e-05 * -9.0352466e-10 *              0 *              0 *
*   382066 *    72208302118 *        3540120 * 0.035241732389 *              0 *       3.84e-05 * 1.35971822e-09 * 0.002521198934 *              0 *
*   382687 *    72208302118 *        3540741 * 0.035975088950 *              0 *       5.36e-05 * 7.24194110e-10 * 0.001535602532 *              1 *
*   382701 *    72208302118 *        3540755 * 0.036354409068 *              0 *       6.32e-05 * 8.67779308e-10 * 0.000565854230 *              1 *
*   382717 *    72208302118 *        3540771 * 0.042958133363 *              1 *       3.12e-05 * 9.16658400e-10 * 0.001213010507 *              1 *
*   383175 *    72208302118 *        3550360 * 0.035890253124 *              0 *       3.44e-05 * 2.74380523e-09 * 0.003274046077 *              0 *
*   383889 *    72208302118 *        3560232 * 0.040297582205 *              0 *       3.84e-05 * 8.22253253e-10 * 0.002248441372 *              1 *
*   385708 *    72208302118 *        3580307 * 0.042800500748 *              0 *       6.16e-05 * 1.15757148e-09 * 0.000870731662 *              1 *
*   387106 *    72208302118 *        3590798 * 0.035107747802 *              1 *       1.76e-05 * 6.99905795e-10 * 0.002831713045 *              1 *
*   387946 *    72208302118 *        3600694 * 0.035754852092 *              1 *       3.04e-05 * 1.18911506e-09 * 0.003274753715 *              1 *
*   388121 *    72208302118 *        3600869 * 0.048651082965 *              1 *       1.44e-05 * 1.16035962e-09 * 0.003139033833 *              1 *
*   388645 *    72208302118 *        3610481 * 0.037330047922 *              1 *        2.4e-05 * 8.46802996e-10 * 0.001745998112 *              1 *
*   390662 *    72208302118 *        3630785 * 0.037689741048 *              0 *        3.2e-05 * 1.06984205e-09 * 0.003099337394 *              1 *
*   391049 *    72208302118 *        3640282 * 0.036352019470 *              1 *       3.12e-05 * 1.09499993e-09 * 0.002409523509 *              1 *
*   392999 *    72208302118 *        3660470 * 0.038021367127 *              0 *       5.76e-05 * 1.08512093e-09 * 0.002641402832 *              0 *
*   393836 *    72208302118 *        3670389 * 0.036912183510 *              1 *       2.32e-05 * 1.12212102e-09 * 0.002829944392 *              0 *
*   393999 *    72208302118 *        3670552 * 0.037529706396 *              1 *       2.08e-05 * 1.03018105e-09 * 0.001422003203 *              1 *
*   396071 *    72208302118 *        3690815 * 0.040724822387 *              1 *       2.32e-05 * 7.53974152e-10 * 0.001900319348 *              1 *
*   396081 *    72208302118 *        3690825 * 0.047572888485 *              0 *       5.92e-05 * 8.81509328e-10 * 0.001294476885 *              1 *
*   397507 *    72208302118 *        3710552 * 0.035153310920 *              0 *       3.52e-05 * 1.74586951e-09 * 0.003122185176 *              1 *
*   398832 *    72208302118 *        3730144 * 0.035914432211 *              0 *        6.4e-06 * 7.04437358e-10 * 0.001297732457 *              0 *
*   399171 *    72208302118 *        3730483 * 0.036159392590 *              0 *        1.6e-06 * 8.15473258e-10 * 0.000196911547 *              1 *
*   399389 *    72208302118 *        3730701 * 0.037358205572 *              1 *       2.96e-05 * 7.93291754e-10 * 0.002778821265 *              1 *
*   399792 *    72208302118 *        3740239 * 0.044210546987 *              1 *       2.32e-05 * 1.02854544e-09 * 0.001600565338 *              0 *
*   399901 *    72208302118 *        3740348 * 0.036831094028 *              1 *       3.04e-05 * 9.13353150e-10 * 0.002482876429 *              1 *
*   403240 *    72208302118 *        3780186 * 0.035912107168 *              0 *       4.32e-05 * 5.61406263e-10 * 0.000352588521 *              1 *
*   403533 *    72208302118 *        3780479 * 0.035437174688 *              0 *       -1.6e-06 * 8.05457342e-10 * 0.002293955045 *              1 *
*   404772 *    72208302118 *        3790820 * 0.040383409353 *              0 *         -8e-07 * 5.31122372e-10 * 0.000268117480 *              0 *
*   410665 *    72208302118 *        3870055 * 0.045215117423 *              0 *          8e-07 * 7.72863939e-10 * 0.003195377706 *              1 *
*   412862 *    72208302118 *        3890528 * 0.042334980811 *              1 *       2.56e-05 * 1.12111105e-09 * 0.001907280014 *              1 *
*   413205 *    72208302118 *        3900031 * 0.037762771365 *              0 *       4.32e-05 * 8.20312729e-10 * 0.002658179012 *              1 *
*   416712 *    72208302118 *        3940069 * 0.036004303029 *              0 *       4.24e-05 * 4.88034159e-10 * 0.000380341780 *              1 *
*   417199 *    72208302118 *        3940556 * 0.046933352017 *              0 *      -1.12e-05 * 8.32520997e-10 * 0.001266918127 *              1 *
*   421286 *    72208302118 *        3990199 * 0.039083716938 *              0 *       4.08e-05 * 4.41985918e-10 * 0.001675589847 *              1 *
*   421734 *    72208302118 *        3990647 * 0.047093253635 *              0 *        4.8e-06 * 1.11608954e-09 * 0.002061025551 *              0 *
*   422420 *    72208302118 *        4000448 * 0.040807244367 *              0 *        6.4e-06 * 1.05207653e-09 * 0.002647689795 *              1 *
*   424097 *    72208302118 *        4020430 * 0.037731255549 *              0 *       -7.2e-06 * 9.39543116e-10 * 0.003274060670 *              1 *
*   424503 *    72208302118 *        4020836 * 0.036262864181 *              0 *       4.48e-05 * 1.02705715e-09 * 0.002238724042 *              1 *
*   425746 *    72208302118 *        4040313 * 0.042417315570 *              0 *          4e-06 * 1.05934367e-09 * 0.002848741808 *              1 *
*   426209 *    72208302118 *        4040776 * 0.081460923211 *              1 *        2.4e-05 * 6.23333462e-10 * 0.000610951101 *              0 *
*   426554 *    72208302118 *        4050238 * 0.045033113412 *              0 *          8e-07 * 5.26868864e-10 * 0.001167438834 *              1 *
*   427938 *    72208302118 *        4060774 * 0.037310805853 *              0 *       4.32e-05 * 8.04557861e-07 * 0.001262904095 *              1 *
*   428333 *    72208302118 *        4070339 * 0.044020998037 *              0 *          6e-05 * 8.91191601e-10 * 0.002439767624 *              1 *
*   428462 *    72208302118 *        4070468 * 0.037270095746 *              0 *        3.6e-05 * 8.15775088e-10 * 0.003237174089 *              0 *
*   430644 *    72208302118 *        4090849 * 0.043156188036 *              1 *        2.4e-05 * 1.41539913e-09 * 0.003248543212 *              0 *
*   430903 *    72208302118 *        4100223 * 0.039103646610 *              0 *       3.36e-05 * 1.09440220e-09 * 0.001309040736 *              0 *
*   431801 *    72208302118 *        4110243 * 0.038861266627 *              0 *       -8.8e-06 * 8.91231299e-10 * 0.002808185997 *              1 *
*   432800 *    72208302118 *        4120331 * 0.044260136275 *              1 *       1.04e-05 * 1.76819037e-09 * 0.003213741035 *              1 *
*   433788 *    72208302118 *        4130447 * 0.050971226594 *              0 *       -5.6e-06 * 9.72896711e-10 * 0.000822582808 *              1 *
*   434403 *    72208302118 *        4140186 * 0.039328953422 *              0 *       5.04e-05 * 7.51661741e-10 * 0.002368145928 *              1 *
*   434421 *    72208302118 *        4140204 * 0.048689608804 *              0 *       5.68e-05 * 1.17775110e-09 * 0.003273527508 *              1 *
*   434924 *    72208302118 *        4140707 * 0.038513411022 *              0 *       -6.4e-06 * 9.12048319e-10 * 0.001076838071 *              1 *
*   435431 *    72208302118 *        4150366 * 0.041637420521 *              0 *       -5.6e-06 * 9.59232410e-10 * 0.003072682740 *              1 *
*   435809 *    72208302118 *        4150744 * 0.035936497182 *              0 *       -7.2e-06 * 1.01741051e-09 * 0.002319057401 *              1 *
*   436263 *    72208302118 *        4160319 * 0.041097367631 *              0 *          4e-06 * 7.07332296e-10 * 0.002508411908 *              1 *
*   439348 *    72208302118 *        4190780 * 0.039033584212 *              0 *        4.4e-05 * 1.25418838e-09 * 0.003274434647 *              1 *
*   440084 *    72208302118 *        4200678 * 0.038349795929 *              1 *       2.32e-05 * 5.88592503e-10 * 0.000284590719 *              1 *
*   445537 *    72208302118 *        4260843 * 0.039832538220 *              0 *       3.92e-05 * 1.13128131e-09 * 0.002286203668 *              0 *
*   446570 *    72208302118 *        4280153 * 0.486924775263 *              1 *       1.44e-05 * 8.22971583e-07 * 0.001306941162 *              1 *
*   447914 *    72208302118 *        4290652 * 0.035453572788 *              0 *       6.24e-05 * 1.07697553e-09 * 0.000942393097 *              1 *
*   448660 *    72208302118 *        4300542 * 0.041436661520 *              0 *       3.76e-05 * 1.34223836e-09 * 0.003271783311 *              0 *
*   450972 *    72208302118 *        4330291 * 0.038366292179 *              0 *       4.72e-05 * 8.80378274e-10 * 0.003022750009 *              1 *
*   451408 *    72208302118 *        4330727 * 0.035358508171 *              0 *       4.24e-05 * 9.34057544e-10 * 0.001937326640 *              1 *
*   452505 *    72208302118 *        4350030 * 0.036548397563 *              1 *       2.32e-05 * 6.94398263e-10 * 0.001149507649 *              1 *
*   453640 *    72208302118 *        4360291 * 0.035957456388 *              0 *              0 * 2.44152301e-09 * 0.003273617956 *              1 *
*   455494 *    72208302118 *        4380381 * 0.052667001458 *              0 *       5.28e-05 * 9.72870562e-10 * 0.001671125061 *              0 *
*   457157 *    72208302118 *        4400344 * 0.042127462205 *              1 *       2.32e-05 * 1.36914074e-09 * 0.003246264989 *              0 *
*   457978 *    72208302118 *        4410306 * 0.039069331375 *              0 *       6.24e-05 * 4.41600546e-10 * 0.000857856832 *              1 *
*   459119 *    72208302118 *        4420523 * 0.036419272321 *              0 *       4.08e-05 * 1.68789999e-09 * 0.003273923179 *              1 *
*   459770 *    72208302118 *        4430283 * 0.039131713785 *              0 *       5.28e-05 * 8.34353477e-10 * 0.000450728046 *              1 *
*   462388 *    72208302118 *        4460262 * 0.043479482914 *              1 *        9.6e-06 * 7.72297741e-10 * 0.000913906926 *              1 *
*   462825 *    72208302118 *        4460699 * 0.035626171132 *              1 *       1.36e-05 * 2.12873837e-09 * 0.003242734706 *              1 *
*   463223 *    72208302118 *        4470225 * 0.037137123591 *              0 *       -3.2e-06 * 6.24722792e-10 * 0.000207036825 *              1 *
*   464597 *    72208302118 *        4480729 * 0.041447215483 *              0 *       5.84e-05 * 1.10915306e-09 * 0.002827568730 *              0 *
*   466392 *    72208302118 *        4500695 * 0.039091400237 *              0 *       4.16e-05 * 6.87242651e-10 * 0.000212259479 *              1 *
*   467028 *    72208302118 *        4510405 * 0.035608971683 *              0 *       4.56e-05 * 8.35152530e-10 * 0.002562023579 *              1 *
*   469150 *    72208302118 *        4530853 * 0.043236379024 *              1 *       2.72e-05 * 7.70647578e-10 * 0.002909707503 *              1 *
*   469565 *    72208302118 *        4540411 * 0.036168130309 *              0 *        2.4e-06 * 7.96464401e-07 * 0.000396091506 *              1 *
*   470160 *    72208302118 *        4550132 * 0.036489443105 *              0 *       3.92e-05 * 9.53610502e-10 * 0.003272102529 *              1 *
*   472727 *    72208302118 *        4580362 * 0.038219800231 *              0 *       -6.4e-06 * 4.36629655e-10 * 0.000293387623 *              1 *
*   474210 *    72208302118 *        4600142 * 0.044200743352 *              0 *        5.6e-06 * 8.32706409e-10 * 0.001513727264 *              1 *
*   475349 *    72208302118 *        4610433 * 0.037745563377 *              1 *       2.24e-05 * 1.20039397e-09 * 0.003274119861 *              1 *
*   475691 *    72208302118 *        4610775 * 0.035788817937 *              0 *        3.6e-05 * 1.30890403e-09 * 0.002647799243 *              1 *
*   475770 *    72208302118 *        4610854 * 0.043961729421 *              0 *        5.6e-05 * 9.53388655e-10 * 0.003203882335 *              0 *
*   478946 *    72208302118 *        4650458 * 0.036124431729 *              0 *          8e-07 * 4.51165152e-10 * 0.000236994356 *              1 *
*   480073 *    72208302118 *        4660714 * 0.040359741119 *              0 *       3.92e-05 * 7.87084397e-10 * 0.002106963023 *              0 *
*   480992 *    72208302118 *        4670712 * 0.040529929218 *              1 *       2.16e-05 * 9.38790381e-10 * 0.001205170295 *              1 *
*   482748 *    72208302118 *        4690676 * 0.037576373106 *              0 *       4.24e-05 * 4.60041865e-10 * 0.000284551221 *              1 *
*   483106 *    72208302118 *        4700128 * 0.040129562770 *              1 *       2.16e-05 * 7.31705875e-10 * 0.000392785426 *              0 *
*   483149 *    72208302118 *        4700171 * 0.036236313536 *              0 *       3.68e-05 * 1.08334457e-09 * 0.001174248435 *              1 *
*   483387 *    72208302118 *        4700409 * 0.044365819377 *              1 *        2.4e-05 * 8.92675908e-10 * 0.002184971091 *              0 *
*   484276 *    72208302118 *        4710413 * 0.037075635478 *              0 *        3.2e-06 * 9.87836369e-10 * 0.002625386968 *              1 *
*   490481 *    72208302118 *        4780429 * 0.039708106545 *              1 *       2.16e-05 * 1.09399481e-09 * 0.002514205460 *              1 *
*   490738 *    72208302118 *        4780686 * 0.035247900176 *              0 *        4.8e-06 * 2.31820827e-09 * 0.003270956353 *              0 *
*   494363 *    72208302118 *        4820881 * 0.038136072960 *              0 *       3.92e-05 * 7.68989838e-10 * 0.000853012953 *              0 *
*   498611 *    72208302118 *        4870707 * 0.038402269516 *              0 *       3.68e-05 * 1.00640189e-09 * 0.001714750002 *              1 *
*   499749 *    72208302118 *        4890034 * 0.035062257676 *              0 *       -1.2e-05 * 1.17000975e-09 * 0.002136246329 *              1 *
*   499948 *    72208302118 *        4890233 * 0.037202314305 *              1 *       2.96e-05 * 7.78365770e-10 * 0.001138837840 *              1 *
*   500377 *    72208302118 *        4890662 * 0.039066962471 *              0 *        2.4e-06 * 8.64048140e-10 * 0.001291356973 *              1 *
*   501022 *    72208302118 *        4900403 * 0.047622252830 *              0 *       3.68e-05 * 1.17273766e-09 * 0.003273656685 *              1 *
*   504463 *    72208302118 *        4940339 * 0.037256267692 *              0 *        4.4e-05 * 8.35875443e-10 * 0.000964329668 *              1 *
*   504743 *    72208302118 *        4940619 * 0.038925585154 *              0 *       5.84e-05 * 3.28907931e-10 * 0.000385831930 *              0 *
*   508072 *    72208302118 *        4980369 * 0.040129900362 *              0 *       3.28e-05 * 1.08949228e-09 * 0.002805401579 *              1 *
*   508560 *    72208302118 *        4990006 * 0.039352069277 *              0 *        3.6e-05 * 2.70693954e-10 * 0.000397998966 *              1 *
*   508912 *    72208302118 *        4990358 * 0.037606458859 *              1 *       2.32e-05 * 7.14230060e-10 * 0.000705814422 *              1 *
*   510540 *    72208302118 *        5010270 * 0.049199658666 *              1 *       2.48e-05 * 6.74021248e-10 * 0.000256093864 *              1 *
*   512633 *    72208302118 *        5030549 * 0.038590098279 *              0 *       3.92e-05 * 7.35998435e-10 * 0.001166467038 *              1 *
*   513842 *    72208302118 *        5040839 * 0.036163619140 *              1 *        1.2e-05 * 8.45600012e-10 * 0.001054144828 *              1 *
*   514810 *    72208302118 *        5050891 * 0.038066290821 *              0 *       4.08e-05 * 9.65929049e-10 * 0.002699371649 *              1 *
*   516803 *    72208302118 *        5080213 * 0.038206929591 *              0 *       3.36e-05 * 1.18894327e-09 * 0.001301418512 *              1 *
*   517667 *    72208302118 *        5090154 * 0.037681443545 *              1 *       2.48e-05 * 8.40853561e-10 * 0.001354313543 *              0 *
*   517810 *    72208302118 *        5090297 * 0.036981503988 *              0 *       4.08e-05 * 1.07062493e-09 * 0.002345699314 *              1 *
*   520376 *    72208302118 *        5120242 * 0.036890828305 *              0 *         -8e-07 * 9.00846938e-10 * 0.000705396064 *              1 *
*   522478 *    72208302118 *        5140559 * 0.038145662838 *              1 *          8e-06 * 1.08612485e-09 * 0.000321279549 *              0 *
*   524619 *    72208302118 *        5170116 * 0.739998774535 *              1 *        2.8e-05 * 7.57418258e-10 * 0.000626435858 *              1 *
*   524636 *    72208302118 *        5170133 * 0.040857951060 *              0 *       5.84e-05 * 1.11214028e-09 * 0.001821562058 *              1 *
*   525450 *    72208302118 *        5180105 * 0.037893565829 *              1 *       2.48e-05 * 7.13163637e-10 * 0.002476558750 *              1 *
*   526208 *    72208302118 *        5190025 * 0.041577074377 *              0 *          4e-06 * 9.68490596e-10 * 0.000722856894 *              0 *
*   527200 *    72208302118 *        5200147 * 0.035799302914 *              0 *        3.2e-06 * 1.10685492e-09 * 0.002418556528 *              0 *
*   529386 *    72208302118 *        5220539 * 0.038744595302 *              1 *       3.04e-05 * 8.89103481e-10 * 0.001462102945 *              1 *
*   530892 *    72208302118 *        5240331 * 0.044808918984 *              1 *        9.6e-06 * 9.62552895e-10 * 0.001742557656 *              1 *
*   534221 *    72208302118 *        5280568 * 0.048294177222 *              0 *        5.6e-06 * 9.11764829e-10 * 0.000321233343 *              1 *
*   535425 *    72208302118 *        5290884 * 0.038471119698 *              0 *       -1.2e-05 * 7.80815301e-10 * 0.002544197607 *              1 *
*   536242 *    72208302118 *        5300794 * 0.037444744390 *              0 *       3.68e-05 * 1.97144481e-09 * 0.002963266678 *              1 *
*   537102 *    72208302118 *        5310760 * 0.036830983004 *              1 *        2.4e-05 * 1.96000426e-09 * 0.003273008783 *              0 *
*   538685 *    72208302118 *        5330554 * 0.042990425105 *              0 *        4.8e-06 * 9.36895560e-10 * 0.000225610615 *              1 *
*   539233 *    72208302118 *        5340195 * 0.036141525117 *              1 *        9.6e-06 * 9.11054602e-10 * 0.003273137931 *              1 *
*   540495 *    72208302118 *        5350568 * 0.042024025865 *              0 *       -2.4e-06 * 1.42677577e-09 * 0.002132367801 *              1 *
*   541280 *    72208302118 *        5360468 * 0.046424282149 *              0 *       4.56e-05 * 1.05882405e-09 * 0.002731770398 *              1 *
*   544609 *    72208302118 *        5400318 * 0.036522376703 *              0 *       3.92e-05 * 8.94344055e-10 * 0.002212112672 *              0 *
*   545084 *    72208302118 *        5400793 * 0.035888932034 *              0 *      -1.12e-05 * 1.62070308e-09 * 0.003273107278 *              1 *
*   546921 *    72208302118 *        5420856 * 0.744163928518 *              0 *       6.16e-05 * 1.97526452e-09 * 0.003273616807 *              1 *
*   548557 *    72208302118 *        5440713 * 0.039385385148 *              0 *          4e-06 * 1.14594843e-09 * 0.001416537881 *              1 *
*   549741 *    72208302118 *        5460128 * 0.035748062313 *              0 *       -1.2e-05 * 9.43022434e-10 * 0.001453310273 *              1 *
*   549876 *    72208302118 *        5460263 * 0.036670090081 *              0 *       3.28e-05 * 6.93810516e-10 * 0.000269187004 *              0 *
*   550715 *    72208302118 *        5470218 * 0.038508031352 *              0 *        4.4e-05 * 1.14833793e-09 * 0.001515465752 *              1 *
*   551542 *    72208302118 *        5480165 * 0.035401380754 *              0 *       5.28e-05 * 1.00951999e-09 * 0.003274396918 *              1 *
*   552222 *    72208302118 *        5480845 * 0.035274177049 *              0 *      -1.04e-05 * 1.35074796e-09 * 0.003274485536 *              1 *
*   553264 *    72208302118 *        5500043 * 0.036742990086 *              0 *       -1.2e-05 * 8.80117589e-10 * 0.000517485754 *              1 *
*   553343 *    72208302118 *        5500122 * 0.036516341931 *              0 *       4.56e-05 * 1.05054373e-09 * 0.000995087787 *              1 *
*   554854 *    72208302118 *        5510721 * 0.037424782827 *              0 *       5.68e-05 * 8.75666941e-10 * 0.002792027621 *              1 *
*   554867 *    72208302118 *        5510734 * 0.039366582078 *              1 *        1.2e-05 * 1.01732861e-09 * 0.002013225759 *              1 *
*   558066 *    72208302118 *        5550348 * 0.036953357601 *              0 *       -4.8e-06 * 8.04354179e-07 * 0.000599693347 *              1 *
*   559269 *    72208302118 *        5560684 * 0.037430863904 *              0 *       6.24e-05 * 7.70359201e-10 * 0.000933182435 *              1 *
*   561749 *    72208302118 *        5590496 * 0.036907319364 *              0 *         -8e-07 * 6.69493955e-10 * 0.001447636857 *              1 *
*   564449 *    72208302118 *        5620548 * 0.041716994758 *              1 *       2.72e-05 * 8.67848827e-10 * 0.001475963412 *              1 *
*   565035 *    72208302118 *        5630248 * 0.036567209055 *              0 *       4.72e-05 * 9.63965396e-10 * 0.001185174598 *              0 *
*   565893 *    72208302118 *        5640214 * 0.035855247917 *              0 *       3.84e-05 * 1.17956776e-09 * 0.000716734619 *              1 *
*   566440 *    72208302118 *        5640761 * 0.038341307585 *              0 *          4e-06 * 9.09448514e-10 * 0.002638272320 *              0 *
*   570135 *    72208302118 *        5690018 * 0.035242362859 *              0 *       5.76e-05 * 8.14552101e-10 * 0.000483456059 *              0 *
*   570560 *    72208302118 *        5690443 * 0.037619757672 *              0 *       3.52e-05 * 8.02773893e-10 * 0.002987023120 *              0 *
*   571698 *    72208302118 *        5700665 * 0.036479089290 *              1 *       3.04e-05 * 7.95449569e-10 * 0.001700630337 *              1 *
*   572533 *    72208302118 *        5710623 * 0.036458458911 *              0 *       5.12e-05 * 9.19594956e-10 * 0.003166071444 *              1 *
*   572996 *    72208302118 *        5720188 * 0.043280407768 *              0 *       5.36e-05 * 2.66730875e-09 * 0.000240529715 *              1 *
*   573398 *    72208302118 *        5720590 * 0.046675438569 *              0 *       4.64e-05 * 3.93696095e-10 * 0.000338452635 *              1 *
*   574357 *    72208302118 *        5730615 * 0.035406404608 *              0 *         -8e-06 * 5.17757066e-10 * 0.000239076733 *              1 *
*   575320 *    72208302118 *        5740695 * 0.035344069901 *              1 *       3.12e-05 * 1.07690549e-09 * 0.001537634239 *              1 *
*   575395 *    72208302118 *        5740770 * 0.038654534604 *              0 *       3.28e-05 * 9.99920637e-10 * 0.001748525853 *              1 *
*   576454 *    72208302118 *        5760070 * 0.039123256824 *              1 *       1.12e-05 * 7.51566137e-10 * 0.000811086291 *              1 *
*   582972 *    72208302118 *        5830385 * 0.038541789513 *              0 *       -1.6e-06 * 9.21323146e-10 * 0.001702209831 *              1 *
*   584257 *    72208302118 *        5840870 * 0.036148825789 *              0 *       4.72e-05 * 7.72370211e-10 * 0.000529162659 *              1 *
*   584951 *    72208302118 *        5850628 * 0.045761117537 *              1 *       2.32e-05 * 5.37600436e-10 * 0.000539497476 *              0 *
*   585000 *    72208302118 *        5850677 * 0.046987350252 *              0 *       5.52e-05 * 7.89923693e-10 * 0.001133553569 *              1 *
*   586212 *    72208302118 *        5870149 * 0.037007248974 *              0 *       -4.8e-06 * 8.51725424e-10 * 0.002690589299 *              1 *
*   588150 *    72208302118 *        5890371 * 0.037656369759 *              1 *       2.88e-05 * 7.32698475e-10 * 0.002743010190 *              1 *
*   589234 *    72208302118 *        5900551 * 0.042079482822 *              1 *       1.52e-05 * 1.06718645e-09 * 0.002968458578 *              1 *
*   598616 *    72208302118 *        6010616 * 0.037081839175 *              0 *       5.44e-05 * 1.88668160e-09 * 0.003273613264 *              1 *
*   603978 *    72208302118 *        6070842 * 0.038369103068 *              1 *        1.6e-05 * 8.02869469e-10 * 0.000631384288 *              1 *
*   605059 *    72208302118 *        6090184 * 0.036672217021 *              1 *       1.28e-05 * 5.75488297e-10 * 0.000220507665 *              1 *
*   607293 *    72208302118 *        6110747 * 0.045106257913 *              0 *        6.4e-06 * 8.69176072e-10 * 0.000614317422 *              1 *
*   611503 *    72208302118 *        6160759 * 0.044223941999 *              0 *       4.08e-05 * 8.91114857e-10 * 0.000684032240 *              1 *
*   612688 *    72208302118 *        6180281 * 0.035464379489 *              0 *       4.16e-05 * 4.56119130e-10 * 0.001546538552 *              1 *
*   616769 *    72208302118 *        6220871 * 0.041567640754 *              0 *          4e-05 * 1.56638982e-09 * 0.003273000136 *              1 *
*   618237 *    72208302118 *        6240635 * 0.039087931064 *              1 *        7.2e-06 * 7.89828130e-10 * 0.002154017980 *              1 *
*   618364 *    72208302118 *        6240762 * 0.042224291695 *              0 *         -4e-06 * 1.12050786e-09 * 0.000483313560 *              1 *
*   620068 *    72208302118 *        6260787 * 0.035897512323 *              0 *       5.68e-05 * 8.15599236e-10 * 0.002685082897 *              1 *
*   620378 *    72208302118 *        6270200 * 0.038399288231 *              0 *       -9.6e-06 * 8.61981538e-10 * 0.001900063981 *              1 *
*   623530 *    72208302118 *        6300739 * 0.036911417399 *              1 *       1.52e-05 * 7.88689418e-10 * 0.003145014768 *              1 *
*   627776 *    72208302118 *        6350714 * 0.035973279502 *              1 *       1.84e-05 * 8.84849224e-10 * 0.001522261137 *              0 *
*   630104 *    72208302118 *        6380483 * 0.035720294798 *              0 *       5.76e-05 * 1.31106067e-09 * 0.003268095506 *              1 *
*   632135 *    72208302118 *        6400857 * 0.038296348968 *              0 *        2.4e-06 * 1.24532758e-09 * 0.000736910447 *              1 *
